county,year,estimate,start_age
Richmond,2008,5400,0
Robeson,2008,5400,0
Rockingham,2008,5448,0
Rowan,2008,5556,0
Rutherford,2008,5400,0
Sampson,2008,5400,0
Scotland,2008,5400,0
Stanly,2008,5592,0
Stokes,2008,5592,0
Surry,2008,5400,0
Swain,2008,5592,0
Transylvania,2008,5400,0
Tyrrell,2008,5400,0
Union,2008,6564,0
Vance,2008,5592,0
Wake,2008,8352,0
Warren,2008,5448,0
Washington,2008,5400,0
Watauga,2008,6408,0
Wayne,2008,5400,0
Wilkes,2008,5556,0
Wilson,2008,5448,0
Yadkin,2008,5400,0
Yancey,2008,5400,0
Alamance,2008,5340,1
Alexander,2008,5340,1
Alleghany,2008,5304,1
Anson,2008,5304,1
Ashe,2008,5304,1
Avery,2008,5304,1
Beaufort,2008,5340,1
Bertie,2008,5316,1
Bladen,2008,5340,1
Brunswick,2008,5604,1
Buncombe,2008,5604,1
Burke,2008,5340,1
Cabarrus,2008,6468,1
Caldwell,2008,5340,1
Camden,2008,5340,1
Carteret,2008,5604,1
Caswell,2008,5304,1
Catawba,2008,5340,1
Chatham,2008,7140,1
Cherokee,2008,5340,1
Chowan,2008,5340,1
Clay,2008,5340,1
Cleveland,2008,5304,1
Columbus,2008,5304,1
Craven,2008,5340,1
Cumberland,2008,5076,1
Currituck,2008,5604,1
Dare,2008,5916,1
Davidson,2008,5112,1
Davie,2008,5340,1
Duplin,2008,5304,1
Durham,2008,6984,1
Edgecombe,2008,5304,1
Forsyth,2008,5736,1
Franklin,2008,5304,1
Gaston,2008,5340,1
Gates,2008,5304,1
Graham,2008,5304,1
Granville,2008,5340,1
Greene,2008,5304,1
Guilford,2008,5688,1
Halifax,2008,5304,1
Harnett,2008,5340,1
Haywood,2008,5340,1
Henderson,2008,5340,1
Hertford,2008,5304,1
Hoke,2008,5304,1
Hyde,2008,5304,1
Iredell,2008,5604,1
Jackson,2008,5304,1
Johnston,2008,5520,1
Jones,2008,5304,1
Lee,2008,5340,1
Lenoir,2008,5340,1
Lincoln,2008,5340,1
Macon,2008,5340,1
Madison,2008,5580,1
Martin,2008,5304,1
McDowell,2008,5304,1
Mecklenburg,2008,6480,1
Mitchell,2008,5748,1
Montgomery,2008,5748,1
Moore,2008,5340,1
Nash,2008,5340,1
New Hanover,2008,6312,1
Northampton,2008,5340,1
Onslow,2008,5196,1
Orange,2008,7848,1
Pamlico,2008,5304,1
Pasquotank,2008,6216,1
Pender,2008,5340,1
Perquimans,2008,5304,1
Person,2008,5604,1
Pitt,2008,5256,1
Polk,2008,5460,1
Randolph,2008,5304,1
Richmond,2008,5304,1
Robeson,2008,5304,1
Rockingham,2008,5340,1
Rowan,2008,5304,1
Rutherford,2008,5304,1
Sampson,2008,5304,1
Scotland,2008,5304,1
Stanly,2008,5340,1
Stokes,2008,5340,1
Surry,2008,5304,1
Swain,2008,5340,1
Transylvania,2008,5304,1
Tyrrell,2008,5304,1
Union,2008,6768,1
Vance,2008,5340,1
Wake,2008,7800,1
Warren,2008,5340,1
Washington,2008,5304,1
Watauga,2008,6312,1
Wayne,2008,5304,1
Wilkes,2008,5304,1
Wilson,2008,5340,1
Yadkin,2008,5304,1
Yancey,2008,5304,1
Alamance,2008,5256,2
Alexander,2008,5256,2
Alleghany,2008,5088,2
Anson,2008,5088,2
Ashe,2008,5088,2
Avery,2008,5088,2
Beaufort,2008,5256,2
Bertie,2008,5088,2
Bladen,2008,5256,2
Brunswick,2008,5472,2
Buncombe,2008,5472,2
Burke,2008,5112,2
Cabarrus,2008,5472,2
Caldwell,2008,5256,2
Camden,2008,5112,2
Carteret,2008,5472,2
Caswell,2008,5088,2
Catawba,2008,5256,2
Chatham,2008,5808,2
Cherokee,2008,5112,2
Chowan,2008,5112,2
Clay,2008,5256,2
Cleveland,2008,5088,2
Columbus,2008,5088,2
Craven,2008,5256,2
Cumberland,2008,5052,2
Currituck,2008,5316,2
Dare,2008,5868,2
Davidson,2008,5112,2
Davie,2008,5256,2
Duplin,2008,5088,2
Durham,2008,6936,2
Edgecombe,2008,5232,2
Forsyth,2008,5592,2
Franklin,2008,5088,2
Gaston,2008,5256,2
Gates,2008,5088,2
Graham,2008,5088,2
Granville,2008,5256,2
Greene,2008,5232,2
Guilford,2008,5688,2
Halifax,2008,5088,2
Harnett,2008,5256,2
Haywood,2008,5112,2
Henderson,2008,5256,2
Hertford,2008,5088,2
Hoke,2008,5088,2
Hyde,2008,5232,2
Iredell,2008,5472,2
Jackson,2008,5232,2
Johnston,2008,5472,2
Jones,2008,5088,2
Lee,2008,5256,2
Lenoir,2008,5112,2
Lincoln,2008,5256,2
Macon,2008,5112,2
Madison,2008,5580,2
Martin,2008,5088,2
McDowell,2008,5088,2
Mecklenburg,2008,6456,2
Mitchell,2008,5232,2
Montgomery,2008,5112,2
Moore,2008,5112,2
Nash,2008,5256,2
New Hanover,2008,6264,2
Northampton,2008,5112,2
Onslow,2008,5196,2
Orange,2008,7392,2
Pamlico,2008,5088,2
Pasquotank,2008,5256,2
Pender,2008,5256,2
Perquimans,2008,5088,2
Person,2008,5472,2
Pitt,2008,5256,2
Polk,2008,5460,2
Randolph,2008,5088,2
Richmond,2008,5088,2
Robeson,2008,5088,2
Rockingham,2008,5112,2
Rowan,2008,5232,2
Rutherford,2008,5088,2
Sampson,2008,5088,2
Scotland,2008,5088,2
Stanly,2008,5256,2
Stokes,2008,5256,2
Surry,2008,5088,2
Swain,2008,5256,2
Transylvania,2008,5088,2
Tyrrell,2008,5088,2
Union,2008,6720,2
Vance,2008,5256,2
Wake,2008,7632,2
Warren,2008,5112,2
Washington,2008,5088,2
Watauga,2008,5472,2
Wayne,2008,5088,2
Wilkes,2008,5232,2
